further_info_table,link,name,num_reviews,overall_rating,price,rank_in_group,rank_overall,sales_info,Frets,Scale,Colour_amber,Colour_black,Colour_black matt,Colour_black natural burst,Colour_black with graphics,"Colour_black, white",Colour_blonde,Colour_blue,Colour_bourbon burst,Colour_brown,Colour_burgundy,Colour_burst,Colour_cherry,Colour_cherry burst,Colour_cherry burst flame,Colour_cherry sunburst,Colour_cognac burst flame,Colour_ebony,Colour_gold,Colour_green,Colour_grey,Colour_honey,Colour_honeyburst,Colour_iced tea,Colour_ivory,Colour_jade,Colour_lemon burst,Colour_lemon flame,Colour_mandarin,Colour_matte green,Colour_miscellaneous,Colour_natural,Colour_natural koa,Colour_ocean flame,Colour_paradise flame,Colour_purple,Colour_red,Colour_silver,Colour_silver burst,Colour_smokehouse burst,Colour_sunburst,Colour_tobacco,Colour_tobacco sunburst,Colour_trans cherry burst,Colour_vintage burst,Colour_vintage sunburst,Colour_walnut,Colour_white,Colour_worn ebony,Colour_worn heritage cherry,Colour_worn metallic gold,Colour_worn purple,Colour_yellow,Colour_nan,Body_alder,Body_ash,Body_basswood,Body_chambered spanish cedar,Body_mahogany,Body_nato,Body_okoume,Body_poplar,Body_sapele,Body_silverleaf maple,Body_solid wood,Body_spruce,Body_nan,Top_basswood,Top_buckeye,Top_burl poplar,Top_carved maple,Top_carved swamp ash,Top_hardwood,Top_koa,Top_mahogany,Top_maple,"Top_maple, flamed","Top_maple, quilt",Top_masonite,Top_none,Top_poplar,Top_poplar burl,Top_spruce,Top_swamp ash,Top_nan,Neck_mahogany,"Neck_mahogany, maple",Neck_maple,"Neck_maple, walnut","Neck_maple, walnut, maple",Neck_nato,Neck_nyatoh,Neck_okume,Neck_rosewood,Neck_sapele,Neck_silver leaf maple,Neck_nan,Fretboard_amaranth,Fretboard_blackwood,Fretboard_ebony,Fretboard_engineered hard  wood,Fretboard_indian laurel,Fretboard_jatoba,Fretboard_laurel,Fretboard_maple,Fretboard_ovangkol,Fretboard_pao ferro,Fretboard_pine wood,Fretboard_purple heart,Fretboard_resonator wood,Fretboard_richlite,Fretboard_roseacer,Fretboard_rosewood,Fretboard_tigerstripe ebony,Fretboard_walnut,Fretboard_nan,Pickups_h,"Pickups_h, p90",Pickups_hh,"Pickups_hh, piezo",Pickups_hhh,Pickups_hs,Pickups_hsh,Pickups_p90,"Pickups_p90, p90","Pickups_s, p90",Pickups_ss,Pickups_nan,Tremolo_bigsby-style,Tremolo_floyd rose,Tremolo_fr-style,Tremolo_music man,Tremolo_none,Tremolo_prs-style,Tremolo_standard,Tremolo_vintage,Tremolo_nan,Incl. Case_no,Incl. Case_yes,Incl. Case_nan
"{'colour': 'white', 'body': 'mahogany', 'top': 'none', 'neck': 'mahogany', 'fretboard': 'pao ferro', 'frets': '24', 'scale': '628 mm', 'pickups': 'hh', 'tremolo': 'none', 'incl. case': 'no', 'incl. gigbag': 'no'}",https://www.thomann.de/ie/esp_ltd_ec401_ow.htm,esp ltd ec-401 olympic white,58.0,1,815,68,5409,"{'item number': '109971', 'sales unit': '1 piece', 'available since': 'june 2007'}",24.0,628.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
"{'colour': 'mandarin', 'body': 'mahogany', 'top': 'maple', 'neck': 'mahogany', 'fretboard': 'resonator wood', 'frets': '22', 'scale': '648 mm', 'pickups': 'hh', 'tremolo': 'none', 'incl. case': 'no', 'incl. gigbag': 'no'}",https://www.thomann.de/ie/hagstrom_ultra_max_milky_mandarin_satin.htm,hagstrom ultra max milky mandarin satin,7.0,1,599,194,29025,"{'item number': '468960', 'sales unit': '1 piece', 'available since': 'july 2019'}",22.0,648.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
"{'colour': 'black', 'body': 'basswood', 'top': 'none', 'neck': 'maple', 'fretboard': 'engineered hard  wood', 'frets': '24', 'scale': '628 mm', 'pickups': 'hh', 'tremolo': 'none', 'incl. case': 'no', 'incl. gigbag': 'yes'}",https://www.thomann.de/ie/esp_ltd_ec10_blk.htm,esp ltd ec-10 blk,36.0,1,254,65,4874,"{'item number': '250889', 'sales unit': '1 piece', 'available since': 'september 2010'}",24.0,628.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
"{'colour': 'yellow', 'body': 'mahogany', 'top': 'none', 'neck': 'mahogany', 'fretboard': 'amaranth', 'frets': '22', 'scale': '628 mm', 'pickups': 'p90, p90', 'tremolo': 'none', 'incl. case': 'no', 'incl. gigbag': 'no'}",https://www.thomann.de/ie/harley_benton_sc_special_tv_yellow.htm,harley benton sc-special tv yellow,20.0,1,239,255,33400,"{'item number': '489638', 'sales unit': '1 piece', 'available since': 'october 2020'}",22.0,628.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
"{'colour': 'white', 'body': 'nato', 'top': 'none', 'neck': 'nato', 'fretboard': 'laurel', 'frets': '22', 'scale': '629 mm', 'pickups': 'hh', 'tremolo': 'none', 'incl. case': 'no', 'incl. gigbag': 'no'}",https://www.thomann.de/ie/gretsch_g2210_streaml_jr._jet_club_vw.htm,gretsch g2210 streaml. jr. jet club vw,9.0,1,305,193,29020,"{'item number': '481791', 'sales unit': '1 piece', 'available since': 'february 2020'}",22.0,629.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
"{'colour': 'worn ebony', 'body': 'mahogany', 'top': 'maple', 'neck': 'mahogany', 'fretboard': 'indian laurel', 'frets': '22', 'scale': '629 mm', 'pickups': 'hh', 'tremolo': 'none', 'incl. case': 'no', 'incl. gigbag': 'no'}",https://www.thomann.de/ie/epiphone_les_paul_classic_worn_bundle.htm,epiphone les paul classic worn bundle,0.0,0,529,181,28478,"{'item number': '500259', 'sales unit': '1 piece', 'available since': 'august 2020'}",22.0,629.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
"{'colour': 'black', 'body': 'mahogany', 'top': 'none', 'neck': 'mahogany', 'fretboard': 'amaranth', 'frets': '22', 'scale': '628 mm', 'pickups': 'p90', 'tremolo': 'none', 'incl. case': 'no', 'incl. gigbag': 'no'}",https://www.thomann.de/ie/harley_benton_sc_junior_black.htm,harley benton sc-junior black,17.0,1,199,173,28070,"{'item number': '462660', 'sales unit': '1 piece', 'available since': 'july 2019'}",22.0,628.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
"{'colour': 'black', 'top': 'poplar', 'neck': 'maple', 'fretboard': 'amaranth', 'frets': '22', 'scale': '628 mm', 'pickups': 'hh', 'tremolo': 'none', 'incl. case': 'no', 'incl. gigbag': 'no'}",https://www.thomann.de/ie/jackson_js22_sc_monarkh_ah_sblack.htm,jackson js22 sc monarkh ah sblack,2.0,1,203,182,28498,"{'item number': '460148', 'sales unit': '1 piece', 'available since': 'february 2019'}",22.0,628.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
"{'colour': 'blue', 'body': 'mahogany', 'top': 'maple', 'neck': 'mahogany', 'fretboard': 'ebony', 'frets': '22', 'scale': '628 mm', 'pickups': 'hh', 'tremolo': 'none', 'incl. case': 'no', 'incl. gigbag': 'no'}",https://www.thomann.de/ie/epiphone_les_paul_modern_figured_cbf.htm,epiphone les paul modern figured cbf,1.0,1,699,164,27568,"{'item number': '483539', 'sales unit': '1 piece', 'available since': 'may 2020'}",22.0,628.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
"{'colour': 'sunburst', 'body': 'mahogany', 'top': 'none', 'neck': 'mahogany', 'fretboard': 'indian laurel', 'frets': '22', 'scale': '629 mm', 'pickups': 'p90', 'tremolo': 'none', 'incl. case': 'no', 'incl. gigbag': 'no'}",https://www.thomann.de/ie/epiphone_les_paul_junior_vsb.htm,epiphone les paul junior vsb,4.0,1,379,160,27293,"{'item number': '483095', 'sales unit': '1 piece', 'available since': 'january 2020'}",22.0,629.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
"{'colour': 'black', 'body': 'mahogany', 'top': 'maple, flamed', 'neck': 'mahogany', 'fretboard': 'jatoba', 'frets': '24', 'scale': '628 mm', 'pickups': 'hh', 'tremolo': 'none', 'incl. case': 'no', 'incl. gigbag': 'no'}",https://www.thomann.de/ie/harley_benton_sc_custom_ii_active_vi_b_stock.htm,harley benton sc-custom ii active vi b-stock,0.0,0,225,74,5487,"{'item number': '501380', 'sales unit': '1 piece', 'available since': 'august 2020'}",24.0,628.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
"{'colour': 'matte green', 'body': 'basswood', 'neck': 'maple', 'fretboard': 'rosewood', 'frets': '22', 'scale': '629 mm', 'pickups': 'hh', 'tremolo': 'none', 'incl. case': 'no', 'incl. gigbag': 'yes'}",https://www.thomann.de/ie/godin_summit_classic_sg_matte_green.htm,godin summit classic sg matte green,2.0,1,969,273,34796,"{'item number': '486003', 'sales unit': '1 piece', 'available since': 'april 2020'}",22.0,629.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
"{'colour': 'lemon flame', 'body': 'mahogany', 'top': 'maple', 'neck': 'mahogany', 'fretboard': 'jatoba', 'frets': '22', 'scale': '628 mm', 'pickups': 'hh', 'tremolo': 'none', 'incl. case': 'no', 'incl. gigbag': 'no'}",https://www.thomann.de/ie/harley_benton_sc_custom_ii_lemon_fla_b_stock.htm,harley benton sc-custom ii lemon fla b-stock,0.0,0,222,110,8368,"{'item number': '502423', 'sales unit': '1 piece', 'available since': 'august 2020'}",22.0,628.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
"{'colour': 'red', 'body': 'mahogany', 'top': 'none', 'neck': 'mahogany', 'fretboard': 'laurel', 'frets': '22', 'scale': '625 mm', 'pickups': 'hh', 'tremolo': 'none', 'incl. case': 'no', 'incl. gigbag': 'no'}",https://www.thomann.de/ie/gretsch_g5220_elmtc_jet_bt_sc_fire_r.htm,gretsch g5220 elmtc. jet bt sc fire.r.,1.0,1,519,295,37977,"{'item number': '498375', 'sales unit': '1 piece', 'available since': 'july 2020'}",22.0,625.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
"{'colour': 'brown', 'body': 'mahogany', 'top': 'maple', 'neck': 'mahogany', 'fretboard': 'ebony', 'frets': '24', 'scale': '629 mm', 'pickups': 'hh', 'tremolo': 'none', 'incl. case': 'no', 'incl. gigbag': 'no'}",https://www.thomann.de/ie/esp_ltd_ec_1000_fluence_tiger_eye.htm,esp ltd ec-1000 fluence tiger eye,1.0,1,1022,178,28459,"{'item number': '431617', 'sales unit': '1 piece', 'available since': 'august 2018'}",24.0,629.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
"{'colour': 'bourbon burst', 'body': 'silverleaf maple', 'neck': 'silver leaf maple', 'fretboard': 'rosewood', 'frets': '22', 'scale': '628 mm', 'pickups': 'hh', 'tremolo': 'none', 'incl. case': 'no', 'incl. gigbag': 'yes'}",https://www.thomann.de/ie/godin_radiator_bourbon_burst_rn.htm,godin radiator bourbon burst rn,0.0,0,899,258,33615,"{'item number': '479291', 'sales unit': '1 piece', 'available since': 'december 2019'}",22.0,628.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
"{'colour': 'black', 'body': 'poplar', 'top': 'maple', 'neck': 'maple', 'fretboard': 'pine wood', 'frets': '22', 'scale': '628 mm', 'pickups': 'hh', 'tremolo': 'none', 'incl. case': 'no', 'incl. gigbag': 'no'}",https://www.thomann.de/ie/ibanez_art120qa_tks.htm,ibanez art120qa-tks,10.0,1,306,157,23843,"{'item number': '455964', 'sales unit': '1 piece', 'available since': 'june 2019'}",22.0,628.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
"{'colour': 'silver burst', 'body': 'mahogany', 'neck': 'mahogany', 'fretboard': 'jatoba', 'frets': '22', 'scale': '628 mm', 'pickups': 'hh', 'tremolo': 'none', 'incl. case': 'no', 'incl. gigbag': 'no'}",https://www.thomann.de/ie/harley_benton_sc_550_silver_burst_b_stock.htm,harley benton sc-550 silver burst b-stock,0.0,0,179,84,6178,"{'item number': '501102', 'sales unit': '1 piece', 'available since': 'august 2020'}",22.0,628.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
"{'colour': 'white', 'body': 'mahogany', 'top': 'maple', 'neck': 'mahogany', 'fretboard': 'pao ferro', 'frets': '22', 'scale': '629 mm', 'pickups': 'hh', 'tremolo': 'none', 'incl. case': 'no', 'incl. gigbag': 'no'}",https://www.thomann.de/ie/epiphone_les_paul_studio_alpine_white.htm,epiphone les paul studio alpine white,4.0,1,409,203,29197,"{'item number': '482477', 'sales unit': '1 piece', 'available since': 'january 2020'}",22.0,629.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
"{'colour': 'silver', 'body': 'mahogany', 'top': 'maple', 'neck': 'mahogany', 'fretboard': 'walnut', 'frets': '22', 'scale': '625 mm', 'pickups': 'hh', 'tremolo': 'bigsby-style', 'incl. case': 'no', 'incl. gigbag': 'no'}",https://www.thomann.de/ie/gretsch_g5230t_electromatic_jet_ft_slv.htm,gretsch g5230t electromatic jet ft slv,6.0,1,531,305,40045,"{'item number': '438174', 'sales unit': '1 piece', 'available since': 'june 2018'}",22.0,625.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
"{'colour': 'green', 'body': 'mahogany', 'top': 'none', 'neck': 'mahogany', 'fretboard': 'laurel', 'frets': '22', 'scale': '625 mm', 'pickups': 'hh', 'tremolo': 'bigsby-style', 'incl. case': 'no', 'incl. gigbag': 'no'}",https://www.thomann.de/ie/gretsch_g5230t_elmtc._jet_sc_bgsby_cg.htm,gretsch g5230t elmtc. jet sc bgsby cg,0.0,0,549,268,34643,"{'item number': '498237', 'sales unit': '1 piece', 'available since': 'july 2020'}",22.0,625.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
"{'colour': 'blue', 'body': 'nato', 'top': 'none', 'neck': 'nato', 'fretboard': 'laurel', 'frets': '22', 'scale': '629 mm', 'pickups': 'hh', 'tremolo': 'none', 'incl. case': 'no', 'incl. gigbag': 'no'}",https://www.thomann.de/ie/gretsch_g2210_streaml_jr._jet_club_gn.htm,gretsch g2210 streaml. jr. jet club gn,0.0,0,333,254,33389,"{'item number': '481787', 'sales unit': '1 piece', 'available since': 'february 2020'}",22.0,629.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
"{'colour': 'smokehouse burst', 'body': 'mahogany', 'top': 'maple', 'neck': 'mahogany', 'fretboard': 'pao ferro', 'frets': '22', 'scale': '629 mm', 'pickups': 'hh', 'tremolo': 'none', 'incl. case': 'no', 'incl. gigbag': 'no'}",https://www.thomann.de/ie/epiphone_les_paul_studio_smokehouse_b.htm,epiphone les paul studio smokehouse b,3.0,1,444,211,29677,"{'item number': '482478', 'sales unit': '1 piece', 'available since': 'january 2020'}",22.0,629.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
"{'colour': 'sunburst', 'body': 'mahogany', 'top': 'maple', 'neck': 'mahogany', 'fretboard': 'ebony', 'frets': '22', 'scale': '648 mm', 'pickups': 'hh', 'tremolo': 'none', 'incl. case': 'yes', 'incl. gigbag': 'no'}",https://www.thomann.de/ie/epiphone_nancy_wilson_fanatic_fireburst.htm,epiphone nancy wilson fanatic fireburst,0.0,0,539,237,31354,"{'item number': '507992', 'sales unit': '1 piece', 'available since': 'february 2021'}",22.0,648.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
